record_id,diagnosis,treatment,notes,date_of_visit,create_at,update_at,pet_id,vet_id
e8414012-68b4-4e8f-bc73-64af7d0d7723,Vomiting,Nutritional therapy,Requires special diet,5/1/2021,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,7e5b8a28-8ff1-4d4c-b8d6-4953370ee2fa,337f4d29-5977-4e76-b493-41dd50e41a3f
c53c0fe9-87c6-44fb-8670-943cbece8b85,Torn Ligament,Nutritional therapy,,10/16/2013,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,15c45032-67c3-45bf-b6c7-98f0dca765cb,8107fe7f-b2ed-410c-bee6-e4031dad6450
3d1c8a8d-c45c-4f27-a434-4f45ba1dbeb0,Obesity,Anti-inflammatory medications,Administer medication twice daily,2/23/2016,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,2eb76cff-f204-4575-bcbf-8075dfda1264,b8c284f0-4876-4617-b087-5fe5b9485996
47cc4ace-faa4-469a-8707-22a6e5fea065,Diabetes,Special diet,Limit water intake,1/22/2002,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,7530e934-d46c-469b-b6b6-4775637fe0f3,53f34619-10ca-4e6b-9bb9-98af7cf40298
b4b49fe0-f63f-4985-9b40-15d5f3cc9c7f,Hypothyroidism,Fluid therapy,Administer medication twice daily,9/27/2019,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,844b3a6e-971c-4fad-9f2b-cb5d93853247,6a0a4d57-c67c-4659-8e49-da88220a4104
8ee76880-6a03-44d1-ace8-a726026d0573,Hip Dysplasia,Physical therapy,Monitor for signs of infection,5/3/2011,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,657278f4-1796-4bbc-8041-e4ea58723c39,7be01214-248a-4ca1-a35f-e6a24b140cb8
7d9f2b54-37eb-4a8f-be18-9b15ddf5cb80,Tumor,Decompression therapy,Monitor appetite,5/5/2010,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,17f5cedd-07ab-4433-b1bf-9b9978bacaca,6a0a4d57-c67c-4659-8e49-da88220a4104
6dc55d63-cbe4-4baf-9f67-2f8b398589dc,Autoimmune Disease,Insulin injections,Record symptoms for next visit,7/26/2010,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,287bbf49-f46b-4dfb-bcd3-fa2b8cbd7232,80e707c4-4c40-40f5-adc9-927fcae80f17
c45d020d-cf4c-4bbf-ad98-b3c9183ceed3,Diarrhea,Deworming,Avoid interaction with children until fully recovered,10/15/2015,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,4fb4dd1a-92d7-4d4c-90ab-656b73b32b38,b3763f22-e06d-40db-b94f-25fbd158a4f0
7b1ec3b8-47c4-41c3-b28d-bfcd0fa04c5c,Tumor,Surgery,,1/26/2010,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,ff14bce8-c14a-445f-aa25-5c26f9c4bfd5,105597e4-2d76-445a-9dbf-bde5a3b43468
a4bca820-137d-4f6a-adc5-2193f766cde8,Urinary Tract Infection,Special diet,Schedule dental cleaning,1/19/2013,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,e4419437-65c8-4112-a763-d860fb424ba7,d43a714f-e588-45a0-89db-17076cfbc3ab
a79a6b1d-628a-4e87-9d06-00b8de826f67,Fungal Infection,Bandaging,Keep away from other pets,5/30/2020,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,112d3eec-d415-4b5b-b3e7-8ffcaba8b537,9b6f2907-e03b-468e-a800-42764939c755
58007298-4ac2-4910-a7d7-f0caeba71a50,Vomiting,Antibiotic cream,Clean ears regularly,8/8/2022,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,771e0fab-06d8-489d-8a9c-2237f65d04ec,ea3e2dde-50c4-4441-ad45-fbc007839840
e1a9b783-9701-4b8c-aad7-0d34fe889ca2,Diabetes,Antibiotics,Keep wound dry,12/19/2004,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,54be3ba9-06c1-4bfe-8844-414bc51dd42e,4168f51d-c2fe-4952-8416-57868f4035e0
d36b50e9-b514-4d2e-98c6-6cbd1890af6c,Hypothyroidism,Deworming,Needs regular exercise,9/28/2022,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,cad2df54-afe1-4a9c-84a8-50dc7cd7cc6e,29b3f44e-fea8-4bc0-ae38-f02354458167
0a365281-ab1e-4a60-ada4-b92e45344d2c,Respiratory Infection,Antibiotic cream,Administer insulin after meals,4/6/2005,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,d1fc7b2b-8946-47b2-84db-f30fbd9e6eec,80ba6dea-0188-4dcd-b625-2a6960147fca
a50b1d8e-75ef-4528-9526-e787ef5eb721,Kennel Cough,Anti-inflammatory medications,Avoid scratching,9/28/2022,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,b729e684-907f-4c54-ac17-5ea91087b3d6,22cfc2d6-a583-4199-a599-69af90e6be42
6fbbb9b8-4288-4cbe-8c3a-746e925ef8b5,Hip Dysplasia,Topical ointments,Monitor for signs of infection,11/29/2015,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,80cc7538-dca8-4a90-9194-794acb3f3bee,8b3bf1eb-e145-4462-b600-02bb14e25c69
4e22f5a5-4aca-4f05-bcfc-fe216c4b93dd,Vomiting,Vitamin supplements,Requires special diet,8/2/2022,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,59cc566a-e1b3-47a4-b07d-89c774966c76,bd837107-da76-4455-ab90-2f15ed49f2ed
6692ccf8-9e38-4b9b-a0f0-504cb2a898a9,Ringworm,Heartworm prevention,Keep pet indoors,2/3/2020,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,0dde5ff6-bae3-4343-9999-0793becf076a,116ba9dc-4554-45e0-855e-07a6a7f55ff5
8879503e-72af-4452-9895-6b657368d061,Cataracts,Eye drops,Check for swelling,4/2/2022,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,e4ff1db5-0ec2-4f58-9878-36d06738cd0b,9ee0535d-01e8-499d-ad87-ac1f07201d3a
ff774481-9cc9-4c4b-b07b-e1efd63b9482,Obesity,Chiropractic care,Follow-up visit required,1/6/2009,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,006368a9-0a16-4195-9a78-f81dc1080b98,1dc3a843-bff8-4aaf-8900-61d38a92e100
a6bc8a2c-a9ae-425e-a70c-ab41c11f6685,Vomiting,Pain relief,Record symptoms for next visit,12/27/2006,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,e6c34b7a-1832-4f1a-b751-c0f6820a0452,d43a714f-e588-45a0-89db-17076cfbc3ab
8dc555fa-f217-423c-9425-be36cabdfe1f,Respiratory Infection,Pain relief,Ensure sufficient hydration,12/4/2009,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,f6ab528a-8481-4ce4-a7bf-1bd7c0df1ec0,df66b46d-76b3-4966-962f-d90b54965ac7
bfde2f91-0c31-4858-b023-56304911cc22,Worm Infestation,Decompression therapy,Monitor weight regularly,9/28/2023,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,9fd27752-623e-4655-adc1-787642f4ece3,8107fe7f-b2ed-410c-bee6-e4031dad6450
1c493dec-647c-46ff-b29c-100f8175f477,Pancreatitis,Skin creams,Avoid interaction with children until fully recovered,3/16/2008,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,a0ac3197-7be3-4ed2-896e-7ee364c296e1,8107fe7f-b2ed-410c-bee6-e4031dad6450
9701d62c-5d37-4966-becd-26ef7d9d3c8f,Heartworm Disease,Special diet,Keep pet's environment calm,7/26/2014,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,757c0f35-7afc-4376-a3a2-cb7a6d035703,59a5799b-f267-4a79-9919-35e5524f32e8
74a7829f-3aa3-4be0-84fa-da026cdedf3c,Diabetes,Special diet,Keep pet indoors,1/6/2002,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,c3555a76-11f6-4352-9e21-0cd89320b30d,700f536e-1c77-40d0-900d-b2b70b429a87
488c3752-5db3-47a7-b641-ae90d9f98184,Ear Infection,Flea treatment,Needs regular vaccinations,5/6/2019,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,130b5e46-871c-48f5-bde2-b08cef09f7a7,b80215bc-fe1b-4781-98da-6b63b6dd2469
6b80b9a2-9dbd-4b12-b9e1-665b454df657,Mange,Insulin injections,Ensure sufficient hydration,9/20/2024,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,b1ebf5ee-0ab9-4a90-a35c-d578b718cf1b,2f239ba1-7fcb-4f5f-b53d-ca2eed2bd6ae
62ae8557-d7e9-43b9-a4d2-d91e765bad4d,Mange,Pain relief,Limit water intake,2/9/2011,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,f6ab528a-8481-4ce4-a7bf-1bd7c0df1ec0,e1ddc76c-3d35-47c9-b6b2-d8655a809d57
e14e4aae-e793-4797-b8ba-8ffc6bb1093c,Canine Parvovirus,Hydration therapy,Monitor appetite,12/3/2000,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,0b15599f-eae9-4f19-b84c-071a57dd93f8,6420d4a4-df96-479c-bbf0-cfb2d078ecf7
b5cce0eb-cdd2-4c67-8f0f-56a207b168de,Obesity,Skin creams,Keep pet's environment calm,12/13/2017,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,ee61a974-6f1c-4765-8b60-df0c6cd68dd2,df66b46d-76b3-4966-962f-d90b54965ac7
feb0981e-a4df-48ba-aa1e-db9c47428144,Vomiting,Anti-inflammatory medications,Do not feed after 8pm,8/27/2009,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,38850284-41ea-46d2-894c-782062b7d302,95f7dd28-b84a-4567-81c0-e53695328131
0571d393-df63-40a0-8673-d4f4d0dc4ac2,Urinary Tract Infection,Special diet,Monitor appetite,12/22/2010,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,af758863-01a0-4ff5-ba43-c2ac45c9562f,d3b1e076-fa39-451b-978c-1ec5f2ab9e62
73b1717f-0449-43cc-9f29-951a194e0cd1,Respiratory Infection,Joint supplements,Reduce stress levels,8/12/2012,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,b01bc21e-dacb-41d6-b36c-7ad15cc55ccb,6b000f15-eaa0-4b50-84c5-386276863b15
a323d111-b282-41cb-bf5b-71f7e12a3db7,Gastritis,Deworming,Should be kept in a cool place,10/19/2020,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,46617c5b-d0a3-4fb7-ad24-0e093db40b2e,6cf5e671-a006-4a0a-a550-87b2a42e0123
8d549584-1da3-40f5-94a1-3de900b41383,Worm Infestation,Nebulization,Requires special diet,2/21/2005,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,267f44aa-975a-455d-a7ee-dc1e49b6393f,2d3bda44-92a2-4581-b86a-8ca3fe33ffbc
2a189c66-84a6-4319-8c43-e68a65c14af7,Kidney Disease,Surgical intervention,Keep away from other pets,2/19/2013,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,09c1ea0a-6710-4d1b-bed8-5396475c5c12,95c9f549-e476-434d-b53f-87e302fddb14
cf538873-8050-497c-baee-f6538e993d4b,Canine Parvovirus,Cold compress,Apply ointment every 8 hours,9/15/2005,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,c09ca923-2e35-4806-9ab7-a5c0f2c5da08,d15a3590-f9ff-4cce-a728-56d6221344ba
5c6868c8-f040-413e-8737-801060955b85,Gastritis,Dental cleaning,Monitor appetite,10/11/2015,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,cc29295a-524a-45d8-85eb-96ccbda82117,0f10e7c0-877b-45c0-bd18-4d9efdd46061
349c652a-c08f-49d5-8227-f74c99804c10,Feline Upper Respiratory Infection,Physical therapy,Reduce stress levels,9/16/2015,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,2db0408b-74ec-42d2-a56a-fb481596deca,214b2ba1-82ec-4777-9c73-11930c64b1f3
5d7c0cbd-f535-480c-811f-e22e97c71ed3,Ringworm,Antifungal treatment,Record symptoms for next visit,11/14/2016,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,150e24b8-54bc-40a5-9398-e288685e4cf6,d6f1a525-9ad0-4c0d-a041-5e8af5162844
96ebc38c-cb70-4677-85a5-eb033d458747,Diabetes,Skin creams,Monitor appetite,2/13/2003,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,df5d0ad4-1346-4937-af43-6ddd50d5a4cb,ff80b442-fa33-47bc-ae1c-62dfcda5af4f
1b177060-0140-4738-9d99-8cd6e9553c80,Eye Infection,Antibiotics,,10/29/2010,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,9208f49c-f730-4c75-aee4-bca3dc66a95d,2c7c2c60-3a11-4e88-abec-fd423ee25cc7
fe30c132-4f99-4c32-b524-995d7d01d631,Canine Parvovirus,Surgical intervention,Needs grooming every 2 weeks,4/16/2008,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,1a8ec2d9-3ea5-4de4-9bec-2258e28491ef,fa708656-df65-46b0-b7a7-05d398594045
d8cb70b3-0388-4def-8d64-f9193a3c953a,Dental Disease,Hydration therapy,Monitor appetite,1/2/2023,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,a447c278-6a5f-4353-a9fe-7e96a4bba80d,53f34619-10ca-4e6b-9bb9-98af7cf40298
b050fc1c-053d-41be-87fc-1e3036431abd,Dental Disease,Fluid therapy,Needs regular vaccinations,12/8/2003,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,b5bcc60c-2a11-4d59-ba94-807dfde01b6d,df24be23-3319-49ac-a0cf-bacd4af8629e
79485f2c-44ab-446c-beb3-dbe86296b5e9,Worm Infestation,Laser therapy,Monitor appetite,2/12/2023,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,1de77af1-85e1-45e7-a5ca-d702869f7a3b,bd46dcb1-77be-4bd9-9ea1-628bd24763ab
5b3656cb-792e-466d-bf20-137569f9ba6b,Urinary Tract Infection,Skin creams,,3/14/2021,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,8ce41e64-d7f1-4b5c-bd97-a299e6e0d202,49b2f9ba-653b-442b-a78c-6e695e5bb98a
216cb57e-e579-4882-8bde-ea97d8de2f10,Feline Leukemia Virus,Antibiotics,Keep pet indoors,6/25/2024,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,9565de19-a700-4cb9-80f8-f0db344d9eed,337f4d29-5977-4e76-b493-41dd50e41a3f
7d9e9ea2-21ee-446b-b9b8-f71127fba53d,Diarrhea,Dental cleaning,Avoid scratching,1/4/2022,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,d1fc7b2b-8946-47b2-84db-f30fbd9e6eec,d3cee14d-a1c3-4e19-ab98-92b4990320de
ffef1af4-c2df-4ac7-aede-02a70abdae9f,Dental Disease,Cold compress,Keep pet indoors,3/9/2024,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,b4556c90-88ae-49eb-a24c-dd76cb758ec3,de52a307-8248-4c00-977c-f4160d9cd3e8
28c46013-bb0e-44b7-aedd-a98a03cb1976,Vomiting,Physical therapy,Should be kept in a cool place,7/16/2007,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,4c151b1b-524b-4dc8-b463-937c320a9bf1,3889a284-e09b-4474-9570-0900d8832a1d
a9439790-861d-4c6b-a68b-8eb9d7f0c474,Gastritis,Surgery,Regular vet check-ups recommended,5/26/2000,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,c22a2045-d2dd-4c26-b879-33c0387e64f3,3396c0f5-1d1d-48c9-8d62-59e1d84ce3ca
c0fc3ecb-8bc3-4c35-b443-104da5259756,Dental Disease,Bandaging,Keep pet's environment calm,7/25/2024,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,f5778c4f-3696-4aa1-ba5a-abe9ad5502a1,6fa17213-2997-478f-88e3-7f421a65d670
90957463-0148-4a21-a795-137840a9cf79,Pancreatitis,Corticosteroid treatment,Should be kept in a cool place,10/17/2008,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,f9b23567-c2b4-48c5-8bd6-138ef151f9cc,d43a714f-e588-45a0-89db-17076cfbc3ab
eb720e26-17d6-4331-944a-9af03e4191b6,Canine Parvovirus,Flea treatment,Regular vet check-ups recommended,1/2/2003,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,a17ba3ae-9a18-4da4-9db1-dc54dbe3089b,6a0a4d57-c67c-4659-8e49-da88220a4104
00679ffa-9468-433f-99bb-99cb60a700ff,Kennel Cough,Antibiotics,Schedule dental cleaning,5/30/2005,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,4c151b1b-524b-4dc8-b463-937c320a9bf1,95f7dd28-b84a-4567-81c0-e53695328131
1e47ed98-5394-458b-a563-9b7559317713,Cushing's Disease,Eye surgery,Keep pet indoors,1/18/2012,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,130b5e46-871c-48f5-bde2-b08cef09f7a7,2b504649-8c6f-44f3-8d5e-d2f45d47deab
c31761ba-e159-4030-b5b6-0110aac4e0aa,Ringworm,Insulin injections,Avoid scratching,8/7/2024,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,4f1ca377-9235-42f6-816c-584b8a6f3e00,0a9cc9d7-2c21-490b-b43a-0c3d085c3e2a
cd21954a-767d-4362-8c4c-36f70e4c703c,Urinary Tract Infection,Heartworm prevention,Record symptoms for next visit,1/13/2005,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,6232e7cc-423c-444d-b34a-9b49bec84a5e,4d268e1f-3cdd-497c-a49c-bc6d75c3eeab
5ceb7ebd-7a50-491c-8640-9915a0f2a3eb,Tumor,Nebulization,Avoid direct sunlight,9/19/2012,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,848e03d2-ef79-42df-ad34-391ab46ba218,8b3bf1eb-e145-4462-b600-02bb14e25c69
e63c815f-6a5c-41b6-b6bf-724e7081f14a,Hypothyroidism,Physical therapy,Needs regular exercise,11/17/2004,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,df56c542-b8cd-4cad-8353-fb9d9e77e5f9,aa52c7ec-b63d-48a0-bd96-8515b6cfc07e
6dff4f4d-a44c-44ee-a314-cd91244dca9e,Cataracts,Joint supplements,Administer insulin after meals,12/11/2018,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,a15dee96-7e82-4cdb-aa37-adde6776c726,bc34e8da-60d8-4f6d-9d4f-de73f99c77d1
91572f75-c95e-4332-86c6-ce07bcbfbd49,Hip Dysplasia,Laser therapy,Needs regular exercise,1/29/2005,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,0849079d-1456-4aa1-95e8-785120c59ef8,92c667c9-9dc8-4c9a-a4c7-5ef3572a997f
1ed59d63-834e-44fc-a8d2-e9b9370e5489,Diarrhea,Antifungal treatment,Regular vet check-ups recommended,7/20/2009,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,fcef82bf-6ea3-4c52-af51-b24efea02214,f43409fc-6e08-4b76-822a-b1f151010f5b
b79ba364-c558-4bdc-8266-26fc3a8a4368,Mange,Laser therapy,,12/10/2009,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,50f74885-9987-4c4e-969f-ab628a8a2daa,e9e79837-7736-46ba-980c-9590776a4e68
42aabf9f-8e38-461a-9c14-8b28468b59c6,Kidney Disease,Insulin injections,,9/18/2018,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,09c1ea0a-6710-4d1b-bed8-5396475c5c12,9ee0535d-01e8-499d-ad87-ac1f07201d3a
2e29699a-098b-4dcf-b3ff-6bf2c8cab596,Urinary Tract Infection,Surgery,Do not feed after 8pm,3/20/2005,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,a78b3f89-5c4e-4f37-a259-809fa734feb5,2d2e7bc3-4e4c-4dc8-b980-29cd50541ba8
8a2ed8c1-ad78-428d-90ee-cf7bdcde3341,Anemia,Radiotherapy,Administer medication twice daily,7/8/2005,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,ae8758aa-bead-4549-a230-d597b2e7cba2,2d2e7bc3-4e4c-4dc8-b980-29cd50541ba8
66cef81a-8dc9-485c-bc16-795c4d3e9640,Feline Leukemia Virus,Anti-inflammatory medications,Avoid interaction with children until fully recovered,7/12/2008,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,e21871d1-5140-4db2-be24-a27e9f2dc412,5cc2cf52-b07d-4856-8fb3-cabbbfba4cb6
f26c0a9c-69b5-4ace-8179-cb3f5511ac09,Diabetes,Insulin injections,Needs regular exercise,4/2/2018,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,ec0a0546-3a39-4992-8869-46ab5629474d,bd46dcb1-77be-4bd9-9ea1-628bd24763ab
4500b431-1289-4e25-9008-0f6c5fd8322f,Ear Infection,Surgery,Monitor weight regularly,2/10/2007,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,130b5e46-871c-48f5-bde2-b08cef09f7a7,b80215bc-fe1b-4781-98da-6b63b6dd2469
f1f301a1-53f5-4b6b-8bcb-8253c8473594,Kidney Disease,Surgical intervention,Ensure sufficient hydration,1/18/2014,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,f245023a-b565-49bc-845c-2859777234a8,2c7c2c60-3a11-4e88-abec-fd423ee25cc7
3d4ac623-9c1e-48a5-947c-715a98aca3cd,Hip Dysplasia,Nutritional therapy,Wear a cone for 5 days,8/31/2008,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,756ecb0c-7955-4b41-a3d1-fd0323b7cd7d,59a5799b-f267-4a79-9919-35e5524f32e8
ca4d6701-d04b-4db1-9262-96d8a39aab8a,Vomiting,Hydration therapy,Ensure sufficient hydration,10/11/2002,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,ef3a091f-d9c0-46cd-bbb9-a205a37c04cd,4910bbcc-43c9-4354-9475-d68f3084f2c0
14c33c02-fa7e-40cb-ba67-b3f25832f658,Hip Dysplasia,Surgical intervention,Avoid interaction with children until fully recovered,2/15/2014,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,18ce9e6e-abf5-41a8-ac95-bd793699ffcf,bd46dcb1-77be-4bd9-9ea1-628bd24763ab
ac1c3d9f-9741-4ea2-b4d2-d00dd1c1e664,Cataracts,Physical therapy,Wear a cone for 5 days,10/21/2018,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,ff934437-8570-4a1f-bb0c-4e0f6caaf470,816d02ba-3bbf-4d46-b116-e33da7f614c9
e15b48f7-e120-4269-9b27-ff145d43f41f,Ringworm,Behavior modification,Limit water intake,1/25/2025,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,fdb2cc9d-acb2-4170-a0bf-b8c272666f97,80e707c4-4c40-40f5-adc9-927fcae80f17
fbe0419c-1eb9-45a8-8022-28623dbbdc48,Fungal Infection,Radiotherapy,Avoid strenuous exercise,10/3/2001,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,1fbe75df-8bc7-480e-aa14-d15e4f7acdba,bc34e8da-60d8-4f6d-9d4f-de73f99c77d1
82686319-9605-4b13-8474-d52e778bf206,Mange,Surgery,Reduce stress levels,6/25/2004,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,068d19f6-6285-4bf4-a129-c310f4493dab,4d268e1f-3cdd-497c-a49c-bc6d75c3eeab
4e2555e2-af04-4571-8ba9-cf57dfdf8af3,Skin Infection,Vitamin supplements,Avoid interaction with children until fully recovered,6/18/2001,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,61c99207-4e6f-4b22-ab54-ec93e8bf3d3f,6f15ac7b-e857-41ae-b67b-b176dd8cedbc
d9866f3f-4597-42f7-b765-90c4dc4b7c73,Hypothyroidism,Anti-inflammatory medications,Follow-up visit required,4/17/2015,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,c05a9f65-5014-4656-956e-79e6f3022190,6c20c901-e144-4ebf-a523-3d974f2e7022
07769726-1c5a-4654-9d65-da1c6871a0f3,Cushing's Disease,Steroid injections,Reduce stress levels,2/2/2011,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,4f485a86-5015-4a35-bb06-b238ac192c9a,c754e3c3-83fb-442b-8366-702e27264941
4dad8a75-b165-43e0-84d0-c40cc71133db,Cushing's Disease,Insulin injections,Avoid strenuous exercise,12/13/2012,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,adc68f5f-f61a-4ce2-b4cd-81d756be1207,3889a284-e09b-4474-9570-0900d8832a1d
42dcc3fa-9bbf-4187-8d61-c7640ea022cd,Worm Infestation,Ear cleaning,Should be kept in a cool place,12/24/2019,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,1c84f6cd-4028-4ff6-b458-115fe66cf7e1,22cfc2d6-a583-4199-a599-69af90e6be42
8f5b9901-7659-49a6-a9f0-8b823c2a735f,Worm Infestation,Bandaging,Schedule dental cleaning,5/18/2007,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,044fca10-b93d-4506-90e1-7b45da938dd7,22cfc2d6-a583-4199-a599-69af90e6be42
7b9cd004-be86-4209-bb30-7b3070e3952b,Ear Infection,Hydration therapy,Avoid interaction with children until fully recovered,11/15/2016,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,05b68909-d1db-4382-b1a0-bf35abacd281,80e707c4-4c40-40f5-adc9-927fcae80f17
31ab1765-5071-47f4-a7de-e733d961def6,Worm Infestation,Nebulization,Requires special diet,2/20/2004,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,d025fd47-1808-4260-8054-4c069c95f53e,7a278e2d-3850-4e08-b66b-8810c81fb30e
65079b8a-b55f-425e-ac4f-dfe23e43882a,Tumor,Flea treatment,Regular vet check-ups recommended,8/23/2020,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,f5cff3ef-9b8c-45b6-ab0a-0f72b270f624,9b6f2907-e03b-468e-a800-42764939c755
d2ddd856-0c53-4d43-bd23-2022bafbe950,Ringworm,Cold compress,,6/23/2022,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,e769e4f1-901f-4e22-8446-ef70e43b8be4,105597e4-2d76-445a-9dbf-bde5a3b43468
eb5f5099-2e3a-46d1-832e-97ae4ee33871,Heart Murmur,Hydration therapy,Monitor weight regularly,10/17/2017,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,7ffc7668-d9e5-45bc-af3a-2379424ed931,1c42e31c-c28b-4345-8116-39641c629011
