stay_id,check_in,check_out,room_number,special_care,pet_id,staff_id
eeb0fe60-6ac7-45b3-a21f-cf66ca89d386,3/21/2020,7/12/2024,DL7030,Avoid stress or sudden movements,cff5f08e-8c59-4620-9253-648c48b3f0c3,8fec7236-ae69-4cdc-8e32-be45be2ea437
bb332c92-171b-462d-be05-e5ec334ac132,9/26/2019,11/8/2023,DL5644,,2e6e18f4-6a77-461a-9a9b-5e53b4ed2012,6957b22d-260a-44b5-874d-a5d4d63f27e1
34f22507-c119-419e-b114-c7c68039e265,3/31/2018,4/4/2017,AM2109,,f71c5e15-766c-46dc-b3ac-1414357ad421,4b3bba6d-399c-4450-9fdf-b2a7a50e6787
f5e4e7f5-cf56-475b-98fb-12ccdabc8e59,7/18/2007,4/12/2012,DL9974,Requires special bedding,fc91d6d2-4fb5-4b1d-871a-b7d473ae1350,c644bf08-e946-472b-89da-29f6d6abac17
9d731f34-ad81-4756-9be6-5d6feaa79367,3/13/2007,12/3/2006,BA1338,Avoid stress or sudden movements,ab2c0e90-750a-4340-a2c6-49af96100dfa,e0116204-1c52-4e68-ae53-0b079a01da2e
b07179b2-ec87-4867-9264-2762134f8438,6/4/2010,2/8/2009,LH3986,Requires medication for anxiety,4b701d02-05e1-4556-85b1-ce6f41444753,8fec7236-ae69-4cdc-8e32-be45be2ea437
875f6a90-b022-4d01-a910-95cb52c5608c,11/20/2019,6/21/2021,QF9271,Special care for dental health,8ce02a86-da40-4e39-87bd-2d5f99c26f04,53d5c300-566d-4631-bb65-9b816561c56d
0bff2f52-90f8-4be8-be0b-a3e6231e2c0a,9/25/2018,9/23/2023,KL5452,,4c71fa66-ef01-4a08-bee1-acfed0c2ef96,632f0415-ff55-4937-9a9c-4ebc4e370876
0d73696b-8219-4f83-a031-29e1b33216a8,4/4/2002,9/8/2005,SK4122,Avoid too much sun exposure,6818be6d-9ae7-4bba-a9c3-c43f762aaa0f,957a5eaf-f85e-406d-b864-44455a6c92dc
48dce0b7-7e1f-4036-92a2-c077d02bd7cf,9/7/2001,6/11/2012,AV5552,Avoid high-energy activities,cc29295a-524a-45d8-85eb-96ccbda82117,4cae8538-ecff-4cc6-a8cc-cd89f1e6c8ca
98c75b5d-6f1e-4b41-8c5e-1b8b8a2b9de6,9/19/2022,5/24/2003,AF6433,Must be monitored for allergic reactions,7ff28d7e-cde4-49a0-83a7-0caefc60d694,3b47a831-5007-4f3e-839f-b557eb561c23
6939970c-fd48-4c71-bea0-8f4dad9d6ed5,10/5/2008,9/15/2006,UA7729,Requires special bathing products,0c813b29-c3ad-4129-b499-5615c6513b3f,0ad70aa8-4b6d-43d3-883a-42f1fafbbcf9
bf3738e1-c2f2-49c3-bdbe-f1ce1db5200d,11/8/2013,5/22/2017,AI8052,Must be kept indoors,8bfac1fc-9244-45bc-9afc-6abf2409d87c,5718e850-a7b4-4973-8bc7-9024e8de7f1c
7caea791-b044-4fe8-92ac-26d46d1be829,2/2/2023,7/9/2021,AC7816,,f6773a39-6935-4285-9b07-21cecdcd8868,584795f4-f313-47e2-b4b1-44ce3ed36153
e3ce1c6b-f7cc-437e-8bf8-a532ba7af0d7,5/10/2003,8/17/2003,SA9373,Has sensitive skin,48057bf2-b1e2-4ab8-be05-c815a01dfdec,86df1b87-0747-4748-8bf7-17dd9c4c13fc
ac64daa7-e884-4ce9-9133-e5d49bcf0f29,9/17/2002,9/18/2017,AI5617,Regular eye drops,e3672997-91b1-4afe-b91f-376e964551d1,584cfd66-d099-4592-9bb6-d7aa9abe6680
79ee8dc2-7881-49e1-b24e-c37adc1f884d,6/3/2013,3/17/2017,WN9434,Needs a special diet,5c28782b-8ee7-49a3-b4c3-cf5c5cc9f808,4cae8538-ecff-4cc6-a8cc-cd89f1e6c8ca
b3ac8795-f367-4639-a5d1-96bcfde5a679,8/27/2013,8/22/2021,EK2648,Needs regular ear cleaning,447dc1b3-313b-4b94-8c9e-85be638de666,8cda449c-acc1-47a6-9fa0-661db32b0ee8
911c507d-e91f-4a05-88a5-e472ada3b35c,6/27/2005,4/3/2017,KE3916,,e94d1c73-120e-4426-83b7-7e90abd99121,c6abbc2c-7d04-4c0e-80e7-6a098f97b5f8
cc6221fa-aadf-4010-b9d0-e74d99e80b10,6/14/2016,8/26/2001,NZ1208,Must be groomed gently,e4657afd-983d-49e3-a530-f76099612d4e,8208f0f1-fb11-404f-81fb-e0fe2fc481e0
18bf76c3-701a-4847-9d87-178a20426d38,12/25/2024,3/16/2025,QR9328,Must be kept warm,3eaa3358-17a7-46cb-abaa-c9a821b26ced,b379e324-1b90-4a95-8983-4fed36413fb9
a62b6610-5726-4236-9d89-362d53cec6c2,9/22/2024,10/6/2021,LA9420,Needs rest and quiet environment,2fbf9828-be69-4fc7-99f8-5729e11284bb,91cf4dce-7dfa-418f-b6cf-5d4a14394b29
6b02ba1a-e244-4dcd-8f4c-a67c408ef81c,4/19/2017,10/7/2020,AM2030,,c3555a76-11f6-4352-9e21-0cd89320b30d,f8d173cf-1ae4-4886-90ee-d3019db2162e
044ba883-fb0b-4ceb-84d0-dd7255422bcf,11/28/2006,10/7/2016,ET2727,,c2d0ad91-fd6b-4dbf-99e3-6929b76c60ac,57b602e5-c2c9-4358-b15d-651412f69401
f94a1812-0360-4635-9f39-e4c9b1152bc8,1/31/2010,8/20/2020,CX4972,Must be groomed gently,48d0fb96-d651-4965-8d0a-6218b4f3d1ea,8499c576-c90e-428f-a69c-8992a8eb31b1
5a83dc7b-dc69-4a3f-ab3d-1e9c249f0e97,6/1/2009,6/25/2004,AF3357,,47642c51-ed64-41ec-a646-3e879ae45647,077a90f8-ebb6-492c-9c71-0930e8856a36
988f20bb-ef37-490d-ab54-27c88232379d,3/17/2002,1/15/2016,AV1487,Special care for dental health,fc91d6d2-4fb5-4b1d-871a-b7d473ae1350,1a40a0d2-cec2-4514-901d-97f352b3c471
526e14ad-a2c8-4514-8220-7c96f42102aa,8/10/2006,7/22/2010,LA4554,Regular eye drops,23c79e4a-013c-42ea-a7cb-899b0126681f,caddb1b9-c89b-4d08-b893-bccbd5d7e2e8
8d52d65f-3c79-4206-bf16-976064cb6c28,11/10/2013,11/21/2002,BA6603,Avoid high-energy activities,8c5617f0-534e-4c58-b3b7-375ee7af6817,71d9f58d-33f7-49f3-8a79-ac7b1bf10909
9efdebdf-ae8f-41fb-9362-e774391daf31,9/7/2007,10/25/2006,TG1544,Must be kept on leash at all times,0dde5ff6-bae3-4343-9999-0793becf076a,4cae8538-ecff-4cc6-a8cc-cd89f1e6c8ca
0d956173-254f-4e31-8dd5-9191014ab290,10/8/2019,11/27/2010,UA8526,Needs rest and quiet environment,1209a5c9-cfaf-4b90-aa86-b83b37de1fb6,bad92d22-dafc-4480-b866-716948d3011d
509717f8-3189-4476-8e15-8f2d3f8285b8,7/22/2001,12/20/2000,AV5400,Needs regular vet check-ups,e9fb063f-270c-4cd0-8e1c-c3fab8357f41,5c642651-6e83-4014-9788-82665cb2620d
cb6b96c4-294c-4d42-9c50-8b4096a364d5,3/11/2018,3/22/2022,AC5741,,8f242f5c-c178-44c4-92cc-df30cddf8472,97db9295-e740-4097-a2a8-562d830d0291
d9cf4ec3-71cb-4efc-90d7-5e57163f6e03,5/7/2001,8/29/2023,UA6725,Needs frequent short walks,2bc6488d-c085-4162-9001-fb8f2af42ee6,6d851902-c0e0-4612-afa8-002be4e5b27e
c32eebac-b048-483b-b4f0-d01111707ca0,1/19/2007,6/30/2007,BA9137,Regular eye drops,c6751772-f498-446e-b657-f3244d9f00b2,4bdd6d6a-c33f-428a-9daf-982ba21473ff
8bdc994c-1bb7-427f-83b9-5a421986b7ba,2/25/2021,7/14/2004,KL7531,Requires gentle handling,defd7de1-4bba-4512-931d-69134138ee87,c77d7d5e-3edf-4385-a623-eb6755c5637f
762fd610-08db-4e94-9391-37ed6b033451,5/12/2006,6/5/2021,SA6084,Special care for dental health,861002c7-7394-4522-862b-0d446b096484,5c77e60f-5497-438b-aee3-b20c46a31a64
ce87dfc4-3ca3-415d-8302-04c5befd75f8,4/10/2008,11/19/2014,AZ1933,Requires daily medication,cfd60a83-bc95-4914-979b-ac0ec932e2d7,72deb1e3-6649-4abe-9f87-2ba435e88b12
65e9ebca-c113-4c89-ba36-a805d8e957aa,8/9/2004,10/9/2010,EK1519,,fac8f5a3-3391-45c4-9779-4a59704a6080,c9b97c0b-98a4-4829-9116-c9371268bce6
e5465f31-1d41-47cf-831e-73b4eae36c2f,7/31/2005,12/16/2020,TG6129,Requires specific flea treatment,edb4a7a6-ae5d-4415-a415-6a431155968f,5718e850-a7b4-4973-8bc7-9024e8de7f1c
17081b22-00c7-4656-91a2-27f6a4d8b91a,9/26/2023,6/8/2023,BA8083,Must be kept warm,e12cc029-0968-441e-aa38-89806d4cb8be,374a2bb2-1a11-4b74-a691-4e61fcff7b92
29b21d02-fcdf-4338-96fa-4eccfcfae60e,2/7/2003,8/26/2017,AC8527,Has sensitive skin,757c0f35-7afc-4376-a3a2-cb7a6d035703,3d0bbbf0-73bf-4e5e-8e66-fd267720a19f
de57fde6-5183-4752-be16-9b94ebf2bfc5,8/13/2009,3/12/2003,BA7961,,b12669d5-0878-48b3-bd67-6d3ffae6be40,cf36da84-c96d-4d6c-a257-c4d6b69dee9d
7c212f49-be72-4d13-95d3-34c48f0b26e2,8/19/2019,4/26/2019,IB8002,Avoid high-energy activities,109de33c-13df-46d6-a475-5c2aa94492ee,6f08563a-f27f-4ce3-af0c-982f1f18d4f9
a0024542-f4c1-474b-9467-e5ee57777911,12/25/2001,6/15/2006,SA5534,,74059941-117c-490e-b070-d4d88d33def8,120c31f0-f20e-4e69-a4ad-024f7cbc7518
40e71c42-bceb-4a4e-8eb9-9aae15a86306,5/22/2001,9/19/2008,LA3204,Must be kept on leash at all times,fcef82bf-6ea3-4c52-af51-b24efea02214,7ecf7727-7970-47fb-a86b-72ba25d6f4c8
19158fd1-c52a-46ca-a483-f949bb3f32b0,9/21/2010,12/26/2000,NZ6357,Avoid too much sun exposure,ecb32ee0-b2b8-4137-a2f3-f2706b0cdaf7,f631237c-8a08-4b8a-a368-8a4233404dd6
12507efa-ddd3-439c-9372-c93f5da42493,3/28/2003,7/24/2011,TG7280,Avoid stress or sudden movements,9095f0da-0c60-417d-884b-1d5502a2f1f7,17baa183-d4c9-4ff8-9720-4242540e2095
346a0bca-a97d-44be-9ff0-4f80c4c1a271,10/9/2006,5/17/2001,KL3076,Needs regular vet check-ups,4bb3809a-5fd0-4abe-8ad9-2255b9f61b5c,e003d879-2744-42a9-91b5-132a097f5fb4
106f27bc-c236-41dd-b1b6-fed9e8398ee7,1/17/2016,2/17/2014,AZ1133,Needs a special diet,9a9d9406-0ddb-4f16-aebe-1811426fba9a,993c6e15-a6ea-4bc9-bd58-64773ddb30f8
0ad21541-b4a5-4247-bebf-bbed232a7200,4/10/2004,3/27/2008,ET3606,Needs regular ear cleaning,dc4b6ba0-50d5-4c58-85ff-51a875d2f2cc,a09b0c77-bb1c-4cbf-9c2f-a456fe2ae06e
fc7b533f-cb69-4fde-952c-98254e2d9cc1,9/11/2014,10/30/2006,NH7897,,e1fb409c-8b55-483d-8a1e-8d25d4b517fe,6ac97a4a-3cb7-426f-9f16-ea700a4749d7
7c3ec55b-f686-46e1-8838-5ebd01403c47,11/5/2014,11/25/2016,CX7980,Must be kept warm,3cd6f461-0b1e-45dc-8710-610a08f9631d,6f671115-16aa-4ad8-9036-bd8dea75fb95
eb50a778-d709-41d6-a1a7-4f2b5bfacf1e,4/15/2009,4/23/2013,AI5732,Avoid exposure to bright light,e1d846ed-16af-42a9-aa64-32d2a66ed597,1a21fac8-684b-4f13-b265-3c2234080641
336483f0-6037-4b6c-8153-8865f0f35b77,11/29/2016,12/26/2002,KL5799,Must be checked for skin irritations,0951aa15-3041-4024-b4c4-6abbf56c6303,5c5025c2-8b1c-43c7-ab57-1b686817c021
32e4f53f-12e9-4592-9f12-ebcbf04d65d6,12/21/2020,2/12/2001,ET5903,,41e27374-efd7-470d-a8ed-4ad51ea096a9,8a7bfd8d-5084-4b13-9d81-28eb21111aa7
b5ebd44a-0a0d-4360-8e7b-1189e89a49cd,2/8/2013,11/28/2018,SK1308,Avoid high-energy activities,21c9bfde-d049-461a-99c1-c7dedb351431,077a90f8-ebb6-492c-9c71-0930e8856a36
457b1ec5-0b59-472f-93d0-c7e23f46506f,5/29/2003,10/8/2012,EK3439,Needs a special diet,dde3d981-bb99-4302-a6cd-ba63defd1d0e,b5f0b78f-45da-43a5-b4ae-916dca68495c
64a93eea-6822-45b9-a62c-522cd33aa0fc,2/26/2021,5/24/2000,IB9662,Special care for dental health,3d621d45-2391-4c6e-88db-02a0e4028685,4e932fe1-3e71-4831-8ad6-2712b88204a4
4976f185-3f8a-49ef-9b6a-ff84e49b2f52,11/7/2002,12/9/2009,AM3107,Has sensitive skin,522f4764-d80d-42f1-a8f7-d25bb1698ca8,54659c5b-01e5-4fed-a960-88e75d563c52
b8f268d7-e1c8-45eb-9fad-b39b4b08f7c9,11/16/2013,1/11/2023,AZ4247,Has sensitive skin,59cc566a-e1b3-47a4-b07d-89c774966c76,e3600f3a-6cbc-42af-b097-62cdcc6b5021
bbe0c28f-72af-4943-bd17-23179c490926,11/22/2020,7/14/2002,WN5998,Must be monitored for allergic reactions,ca54ac2b-b401-423b-8375-6373894365d4,442d9052-e7ae-4445-abee-0d54ab499a27
2d59cf34-b704-4cbd-be35-4e95016498cb,3/15/2002,10/29/2000,IB9227,Requires special bedding,17ffb86f-ca01-4510-8814-7fbe335bf200,2c5074b6-1bfb-49a3-bd51-85aae7f86ffd
0d1ec774-4896-48b4-a2eb-2c84caa296f8,3/30/2011,10/6/2004,WN3254,,394c4462-f367-427f-862d-54906998acd5,0b5f28ce-e11a-4589-aa3d-b49b50d329c2
88078854-449c-4978-bcb3-fec5198cf8dd,12/12/2013,7/26/2011,SQ9539,Must be kept indoors,cc475ac1-20c4-47f7-9fc8-98a636c8d711,86df1b87-0747-4748-8bf7-17dd9c4c13fc
f5096d39-b4f8-48af-b682-13b593c48e0d,11/11/2020,7/31/2008,BA1442,,3cfd514e-ee99-49b7-810a-4fdc29757802,6143512c-f7d1-41bd-bacf-fd4cd790b297
a4b6d311-2012-4fb9-9b71-434787600296,10/8/2013,1/13/2024,AV9933,,79d6ca70-eaa8-42cc-9324-8ede7331f90d,31a63e63-51a3-4eb4-b5c3-5f92e3bebfaa
a6298504-41cd-4ef1-9a82-46b0a6c20581,9/1/2018,12/2/2023,BA5347,Needs regular ear cleaning,4c151b1b-524b-4dc8-b463-937c320a9bf1,8e4d5275-6031-481e-b56b-496700291e5a
a6bf0fa8-8fff-4cd2-aa3b-9b0a468c726d,12/20/2018,5/17/2016,AM5261,Needs regular ear cleaning,7a01cd5c-cb34-4dcb-80d0-a24796a2eb9b,2d93dcee-7b81-4aa2-94f0-c1ca4772c4f8
e5ffcffe-fad5-4077-8294-59003e0d64e5,9/10/2004,12/19/2010,AV3743,Avoid high-energy activities,c3a09cb6-41b1-4d42-b8da-79746c5dd01c,d4ef2080-b6c0-4f1a-971a-6eeb074bb4d9
4f2ef21c-dff3-406c-8c47-1cd890e61fbe,1/2/2014,10/26/2004,BA2088,Requires specific flea treatment,17d207a4-f86a-452a-bd4f-8306830038e6,af1aa844-aee3-46bf-b18f-4b7e7abf396d
6b8bc01d-de76-4b29-bcbe-f239f52e0b21,7/13/2013,11/12/2018,AZ7219,Special care for post-surgery recovery,fc8670c4-9da9-4abe-9b70-8654d896a0a4,150468d5-9310-434f-9853-ac9c9a13c384
047fee27-ab57-47da-9839-00ba5a816327,8/14/2023,8/6/2004,WN4001,Requires special bedding,c09ca923-2e35-4806-9ab7-a5c0f2c5da08,b01e6877-4437-4dbe-9ec7-8100d13cbee7
e70dae03-c83c-4395-8021-cccc696889e5,12/17/2016,5/18/2008,SK3962,Regular hydration,5754558e-c1eb-4c83-b391-ef32d95e40e7,4b64f4f9-d58e-4758-b992-69b21387726a
e4c3b16c-15a2-4099-a7ed-cb0c08097e1e,11/3/2006,9/12/2007,LA2115,Must be kept indoors,1c0b5317-a6c7-4753-8bd0-eb5a7d5be61b,6ee9f494-b192-4be5-a671-f47866777a74
8ea62560-a906-4f92-8c79-6a7f836ada18,7/27/2010,2/24/2008,LH2907,Regular hydration,28646e6d-1e78-43b2-8484-4f52c1973426,cac42993-c181-43e9-a21e-faa65a3ce402
581132ca-d40d-4ed5-95aa-5d3187427d12,5/8/2004,1/3/2013,SK7694,Has sensitive skin,589bedb9-77a9-43b5-aaa2-82beaddd5687,0741df1d-e8e1-4360-86b4-368827bcf00c
d79278b0-6522-471a-8781-6ceacad0bfe0,9/27/2014,8/2/2001,KE9708,Avoid high-energy activities,e3672997-91b1-4afe-b91f-376e964551d1,c644bf08-e946-472b-89da-29f6d6abac17
3305104e-cc61-4c7c-8bce-5ec99e474653,11/6/2002,2/27/2025,KL4926,Must be kept on leash at all times,f753bb95-c45c-4ea4-a024-a14c0f5725f7,0a072ed0-8644-4e9b-9642-eac56eb9be23
affffb34-0697-49a7-aa54-ecde8d693174,8/19/2003,11/1/2008,KL1861,Avoid stress or sudden movements,6e187917-9f02-4b25-ac96-9cf88f6da229,fb81a400-08a2-4f98-96c7-71a296b3c40f
d346d47a-09ff-4729-9b23-bd0b7ca847fb,4/13/2015,1/7/2024,AV2580,Requires specific flea treatment,2778204e-7aab-4b3e-8f06-a173c013ebd8,6f671115-16aa-4ad8-9036-bd8dea75fb95
e2b95871-8db8-4c96-b36b-741e8cc496ec,9/30/2002,2/14/2014,TG5589,Must be monitored for allergic reactions,7a74a8aa-8e60-4b96-ba0d-dd765175d0b3,b770bf74-e2a7-4bb6-99be-61c91d3546a5
1ab4e0ae-c3db-414d-8698-ed4bb54aefe8,5/15/2020,1/15/2003,AZ3195,,16131367-5d09-465c-97ef-6a2ade734517,ca3ef9ee-70e3-4531-ab54-57ee5febade5
88255b65-75d9-40d6-9311-79f5f0144d19,8/21/2015,6/29/2000,SK9521,Regular hydration,d8d10c8b-7fdc-4bac-935c-42a9609b190a,374a2bb2-1a11-4b74-a691-4e61fcff7b92
5d9c2ce7-e1ba-4d5c-a9d7-fa845fe23fab,6/16/2017,10/2/2008,IB4351,Needs frequent short walks,b6fc902c-f1a6-4e87-8f9d-ab951eaa3d79,5f0cf5be-a023-40cd-a4a6-f03ea0144a04
3ffae144-afa3-4389-a7d2-8cbdae56bf56,7/24/2018,4/14/2022,LA3855,Special care for post-surgery recovery,cdb54622-9949-4ff3-a811-d54d8f91f8bd,e5532741-5577-422e-9105-28d7929467f5
10a232a5-4d64-4cb3-a57c-00f27b7f7834,1/13/2023,3/2/2009,AV4884,Must be checked for skin irritations,5191db42-5abf-479f-b68a-5de58f5b1683,83d8516d-c8f4-4b2a-a804-aeaf64784d76
ad419018-c8d8-4818-976c-d9ef2ce306db,7/15/2006,12/23/2015,CX3169,,28646e6d-1e78-43b2-8484-4f52c1973426,b379e324-1b90-4a95-8983-4fed36413fb9
dfd738f1-156d-448b-b21f-702b05789e17,5/3/2020,6/25/2013,NH7775,Needs frequent short walks,f2a5e3b8-e3e4-4b7e-ac36-eb57a6ae8f6d,3d0bbbf0-73bf-4e5e-8e66-fd267720a19f
10ccf4e3-3cc9-4c7e-9d74-9f5e9dfadbe4,5/3/2006,9/3/2009,AM4317,,03d4e6dc-726a-407c-a44d-e11e49986076,961b9265-d2ee-4aaf-a872-af1b990318ed
ead30cf6-06f4-4b6e-8eda-2cfc23c2838b,10/8/2005,11/27/2006,QF3876,Needs extra attention due to age,23a054f9-6f0c-472c-8d43-27198f683dd3,a9c5e2ec-1b94-40ad-8462-960f685889f1
c4906992-a5ec-472e-be5d-c64d7ad052a9,2/4/2006,12/21/2003,KE9893,Must be monitored for allergic reactions,e94d1c73-120e-4426-83b7-7e90abd99121,8208f0f1-fb11-404f-81fb-e0fe2fc481e0
8681d658-7fd4-489c-876d-a9f3d405a94a,12/28/2018,4/17/2020,UA3257,,3cd6f461-0b1e-45dc-8710-610a08f9631d,4f21b0a5-d33b-4de6-9ced-d8866f7c8539
2e56bfea-e0d6-4c13-b783-079cc04509e7,12/2/2010,11/20/2003,IB8185,,7609f729-8578-4b1b-96ee-3b30c08ffc49,5cb4db40-4a0b-4504-878a-1813c2d56473
4d0dcd91-9f50-4ad3-9a9e-bab0c38da3a3,5/6/2011,12/24/2000,SK8375,Must be groomed gently,993b04c4-4714-423b-a146-41246db840c3,a1cd9473-6617-44f4-862e-05eebcc0a439
a64af1c2-6f0b-4deb-8941-914fef37101c,11/17/2024,6/8/2003,AM4292,Needs regular ear cleaning,4d4c37a3-90f6-48ec-ac3c-21b5754a6eaf,60809305-1e07-42bd-9013-30093d6c919c
52a9c8a1-d511-4f6d-8ee9-17037944e106,9/15/2010,1/25/2023,AV7022,Must be kept warm,2439b8ac-6c9c-4611-932f-1e408cadc1c2,80fcff5f-14af-4221-9273-3279125ac847
aa8102ba-b1c8-401a-8043-b463323262a9,10/29/2010,11/23/2002,NZ4633,Needs assistance with mobility,e9fb063f-270c-4cd0-8e1c-c3fab8357f41,988a967b-7d8d-42f9-81ec-a5fdbfae1f01
507c364c-41f8-46db-8ffd-0ff4cc1c6e46,11/22/2005,12/31/2019,DL5265,Special care for dental health,bdecc5ff-1be5-4e5d-98d6-eaf137bd1a1b,b770bf74-e2a7-4bb6-99be-61c91d3546a5
3f25d69f-417b-427d-9205-7d02f2ac0e0c,11/16/2004,2/5/2023,AI5205,Must be groomed gently,7244ab62-cfeb-4f81-8f5e-d4ef94b4fa83,6e133ba4-95f8-4352-92c2-a29b7f509c4a
7fbe647b-2065-4e09-b2e4-4be25c7e90b3,6/20/2024,4/26/2020,AI6793,Requires special bathing products,4fd47e02-f976-4c0b-ad3f-889d0d8422c5,f21964c5-db3e-4b57-81fe-b6b0bcba8f80
e838a7f2-a118-406a-93e8-29ace47d4e66,3/1/2005,8/11/2017,EK7708,Must be checked for skin irritations,ed5a4a3e-bf39-45bf-bc0c-038060123146,6957b22d-260a-44b5-874d-a5d4d63f27e1
fbc7880b-2f6c-4799-84a7-90de4047c43f,1/30/2006,2/2/2017,BA1338,Needs a special diet,06364d6c-18df-4353-8bdb-890ba579749f,72deb1e3-6649-4abe-9f87-2ba435e88b12
ad8c2a9f-a52b-4d16-ab53-9a0484b0a1de,6/4/2017,5/31/2002,AA4011,,77949b3f-457d-4e0d-99e0-a1871877606a,f8d173cf-1ae4-4886-90ee-d3019db2162e
ce94779a-37e4-4601-a266-298d71f2bcd9,6/15/2015,7/3/2011,AA5562,,b4556c90-88ae-49eb-a24c-dd76cb758ec3,6143512c-f7d1-41bd-bacf-fd4cd790b297
9eaae6d4-3f80-4f0d-83b3-6896782da575,10/12/2018,12/10/2007,QR7768,,428b403a-d9a3-403f-84f7-27c5a478a6c0,caf6b969-eb23-400f-836e-41f9c55a0e4e
5d179056-32d2-4434-85f9-11add3920128,5/28/2012,3/22/2020,AZ7651,Avoid stress or sudden movements,03aa1a49-12f4-4e5c-a13e-367e1ceace89,1a8f0baa-4439-4a42-9fe4-f655b0c68c8b
a607d448-4a89-40ce-93c8-d3ad6d5ec99b,11/4/2002,8/24/2010,AV6783,Special care for dental health,e6603bfd-1178-4d40-b967-598e8585358a,77f8434e-5ce3-4408-b567-f8574252c188
3c4fe602-574d-4b7b-be87-2941b6dd7c14,11/9/2022,2/27/2010,AZ1141,,d1f0d10a-59b5-4e0c-aa9c-2f3b7a698305,4cae8538-ecff-4cc6-a8cc-cd89f1e6c8ca
427cca5c-1dd8-45fa-a360-21a5e1e75b36,3/24/2005,8/23/2005,SA7221,Must be checked for skin irritations,044fca10-b93d-4506-90e1-7b45da938dd7,2b3f83d3-249b-4c26-816e-2bf68a066252
1e6cceef-adc4-40cd-a464-744b55df2db4,8/29/2000,3/9/2003,EK2669,Needs assistance with mobility,32e35a4b-70a0-4bb1-9d63-1cdb7029918f,8208f0f1-fb11-404f-81fb-e0fe2fc481e0
1c0f9689-1fc9-4052-809b-51411c5c0ec8,11/29/2009,1/18/2011,SA4862,Avoid high-energy activities,1bfa7434-a8f7-4b6e-85f2-eaeabfbb52c4,077a90f8-ebb6-492c-9c71-0930e8856a36
83a53610-9b61-4dd7-8f3a-ad5376cee5c4,3/24/2001,4/18/2001,AZ2749,,c3a09cb6-41b1-4d42-b8da-79746c5dd01c,da10b97e-86e8-4788-8edb-c41f9ac63ae4
8ab90b82-1b95-49c6-b3a3-b5a46b52b06d,8/23/2020,8/5/2011,TG6898,Needs frequent short walks,0fc4ecca-da27-4555-aafb-074d5824b48f,dab552dd-9544-48ef-9438-a9def7ca4f13
ea4487d4-545c-4ed2-9722-62aa45ca5d65,10/4/2024,6/13/2002,QR3362,Special care for dental health,94436956-f019-4f17-aba4-ea31559fb151,6143512c-f7d1-41bd-bacf-fd4cd790b297
6eef5ecc-43f8-4faa-85ce-015ae0668211,3/10/2011,2/21/2011,AZ4087,Needs a special diet,d923d340-3b31-4b52-8589-ca4ff4fa4150,957a5eaf-f85e-406d-b864-44455a6c92dc
f3ed4705-b55f-4e81-8caa-04b2fb1cb6fc,5/17/2021,10/18/2015,AM2515,Avoid stress or sudden movements,239f468c-51d4-4093-af94-e96d6f05aec7,8499c576-c90e-428f-a69c-8992a8eb31b1
74209d01-c441-4371-b407-0f78c04f19b8,6/24/2020,7/9/2017,AF1722,Requires specific flea treatment,b806a382-066b-43cd-a0eb-d3bb4abe6652,eb6f2b61-b3f7-427e-bb7e-a932ad0355ac
98479d86-c534-4040-b1fe-9f034631776a,9/23/2021,1/28/2025,NH5949,Requires special bathing products,f2a5e3b8-e3e4-4b7e-ac36-eb57a6ae8f6d,bacb6ea8-4cc2-470b-a0df-7ba914009094
e841bc9d-5e2e-4b92-8d3a-83539c034830,12/3/2001,2/15/2023,QF7414,Must be kept warm,17189cc6-6f61-469f-84d1-b1d0cdf319a2,8208f0f1-fb11-404f-81fb-e0fe2fc481e0
f63b60c4-c4c4-45d7-ba6d-33a67de31325,5/3/2011,11/3/2014,EK8584,,d01a372a-cbc9-43aa-8d63-6452a5a708f3,961b9265-d2ee-4aaf-a872-af1b990318ed
63f8d10a-c3c6-4108-88f9-10f8a5612e49,4/30/2019,4/25/2004,AV9889,Must be monitored for allergic reactions,75f265bf-fa8b-4e82-bb8f-8cdfd79e7c26,5c5025c2-8b1c-43c7-ab57-1b686817c021
b676c6b9-8710-425a-8cfa-efb9a2a15cca,4/10/2000,10/2/2015,SQ8680,Needs regular ear cleaning,95b46738-7c7a-45b3-a9eb-a5c49f459a22,84ca2cb0-55ec-4c3b-b258-341578559ccb
6e0c6a52-9874-4849-9704-657873d9b17f,12/3/2024,1/17/2001,EK1066,Requires special bedding,2330fd1d-ac71-48e7-8260-dcc9f4bbdd84,acafc289-d4eb-4e89-a6fa-907b89ba74fd
095a5da3-f713-42a0-bf7f-f50914e1b3fe,3/2/2020,8/27/2007,AI5999,Regular hydration,88cce99c-40ac-4e16-8eac-f23a6d58a751,af1aa844-aee3-46bf-b18f-4b7e7abf396d
e67d5505-b135-4a54-820c-58068ae7a305,8/18/2019,12/9/2001,SK9370,,5ce3e980-fc26-4b17-9b62-655698ce3d48,b9af1687-9551-4e56-99d9-da4a3051a29a
df498e66-0345-48ba-96b1-42fc1a63ad66,4/3/2004,5/17/2024,AI6535,Needs regular vet check-ups,9e78ae5c-5f95-42d2-b666-a9dd03119802,97411cb2-9dc1-4db1-9523-c24003fd502c
127d3ba4-9f95-4d1f-93d6-34ee4d1d2fdc,12/24/2020,7/15/2007,AA7925,Regular hydration,6015afbb-807c-4211-919b-c1dc75f738f0,96ed3445-5a7f-4f2c-aded-5c82df8aa250
