appointment_id,pet_id,doctor_id,appointment_type,notes,status,created_at,updated_at,check_in,check_out
82461c3d-d676-481a-830b-eb0871c12cc4,92436b90-c90c-4c38-b5a4-ffdf36c58700,df66b46d-76b3-4966-962f-d90b54965ac7,medical,,pending,,,2025-05-27 18:01:10.199863+07:00,2025-05-30 22:01:10.199863+07:00
94a657c1-7bb6-490c-a7bf-69dba72505cf,c6343714-900f-4610-86dc-b9d8e00c2aeb,9224d36c-02f0-4bbf-ba4e-534de88ecbc4,hotel,,confirmed,,,2025-03-11 17:00:10.199863+07:00,2025-03-17 01:00:10.199863+07:00
b5bc54e9-cc12-45ba-abc8-903e64ea3031,7dfe235a-1abc-4042-83fa-7a8103cb06c5,534a0a8d-c920-4ce5-ba07-23ee65cee8e6,beauty,Do not bathe pet before the appointment,pending,,,2025-04-15 03:54:10.199863+07:00,2025-04-20 10:54:10.199863+07:00
85e895a6-8c03-4d4f-bc31-5e3fe7c8c061,9ca7d901-4382-468a-94b4-f071dbf79409,90f8c645-608f-4326-9683-6e9b91e1c469,beauty,Do not schedule multiple services on the same day if pet is anxious,pending,,,2025-04-22 05:09:10.199863+07:00,2025-04-24 16:09:10.199863+07:00
611d39af-2c66-422d-8423-26b9dc8df532,056804c1-3ba8-470e-8adf-16af3ed33567,f55af8ba-7b96-48c5-81f6-a5187d4c16b1,medical,Keep pet on leash or in carrier during visit,confirmed,,,2025-03-22 13:20:10.199863+07:00,2025-03-25 00:20:10.199863+07:00
c912160e-9679-461c-b962-ae5b3a3e4d23,f71c5e15-766c-46dc-b3ac-1414357ad421,7a278e2d-3850-4e08-b66b-8810c81fb30e,medical,Do not bathe pet before the appointment,cancelled,,,2025-05-14 22:03:10.199863+07:00,2025-05-18 09:03:10.199863+07:00
03fa6cec-3cbd-4cdb-b0e0-07e26120d26a,92436b90-c90c-4c38-b5a4-ffdf36c58700,30e5dac2-99e4-4a74-852e-b400c2018e19,hotel,Ensure pet is up-to-date on vaccinations,completed,,,2025-05-31 06:42:10.199863+07:00,2025-06-03 09:42:10.199863+07:00
68844d20-1c04-4499-91f4-b32d279665b0,c09ca923-2e35-4806-9ab7-a5c0f2c5da08,2145ad6c-e3bd-4fcf-ab7e-f37f9081708b,hotel,Follow post-appointment care instructions carefully,pending,,,2025-04-21 16:17:10.199863+07:00,2025-04-23 18:17:10.199863+07:00
cb8e972b-1ed2-4aa3-a7fa-187c2e55f8a2,2a60737c-e6fc-4b05-b85e-cad5fb0d6ad3,d6f1a525-9ad0-4c0d-a041-5e8af5162844,medical,,cancelled,,,2025-03-28 10:51:10.199863+07:00,2025-04-01 19:51:10.199863+07:00
c62472f2-f61a-4b58-a65c-aae9a75562a5,546a3ae8-b984-4d3a-bb59-c7437e267f3f,22cfc2d6-a583-4199-a599-69af90e6be42,medical,,cancelled,,,2025-04-06 16:01:10.199863+07:00,2025-04-11 22:01:10.199863+07:00
5d27a961-6e14-43c8-9e0e-0de0c7ed01df,7948d61f-ae30-446e-9761-d412f0722243,d3ead0f3-f2ff-4a9d-bbae-6fedf298b34f,medical,,confirmed,,,2025-03-10 11:11:10.199863+07:00,2025-03-14 17:11:10.199863+07:00
a4b6821b-3aac-44aa-b10a-26b8de14a2b0,58f6ab49-432a-4f9e-81d0-7d4941bb4b64,fdabea79-f3ff-4311-93b4-9976c17350f5,beauty,Avoid stress for pet before the visit,confirmed,,,2025-05-03 05:04:10.199863+07:00,2025-05-07 11:04:10.199863+07:00
7ebaf0b3-38ba-4c07-a0f0-88a2b2c1721e,7e3ac777-1f84-4ef5-83a4-3723a9e7b82c,a475c392-782c-4a95-a3d5-e0d6b81de409,hotel,Bring a sample of urine/feces if requested,confirmed,,,2025-05-30 19:36:10.199863+07:00,2025-06-05 05:36:10.199863+07:00
03f9297f-cd77-421b-a3ae-2c8b74b1cb39,6e187917-9f02-4b25-ac96-9cf88f6da229,4d268e1f-3cdd-497c-a49c-bc6d75c3eeab,hotel,Keep pet on leash or in carrier during visit,confirmed,,,2025-04-14 16:48:10.199863+07:00,2025-04-18 03:48:10.199863+07:00
e4000bc6-bab4-405f-8cd6-74673cd4b960,e1837943-af7e-4583-a917-258c4a5734e6,d3b1e076-fa39-451b-978c-1ec5f2ab9e62,hotel,,pending,,,2025-04-11 16:34:10.199863+07:00,2025-04-12 19:34:10.199863+07:00
465ab239-05f5-4ccc-827b-6134fdb4d021,7ffc7668-d9e5-45bc-af3a-2379424ed931,c4c8bdaa-4ad1-44a3-b1f7-8cfb09dcd7bf,medical,Pet may need to stay for observation after appointment,completed,,,2025-03-25 02:03:10.199863+07:00,2025-03-26 03:03:10.199863+07:00
51572b63-4562-41e2-8021-8fee47b512ce,fae181b5-3e54-48c1-91ff-ccc54cc5e6b2,b5f494d8-05cf-48d2-97b1-4cc74c26f9ab,medical,,completed,,,2025-05-10 21:36:10.199863+07:00,2025-05-14 03:36:10.199863+07:00
8a29a8b9-6ea8-4a17-a08a-2235112a185c,e80b9a3f-88c1-4027-9757-b8a8c84bddcc,95f7dd28-b84a-4567-81c0-e53695328131,beauty,Ensure pet is up-to-date on vaccinations,confirmed,,,2025-05-04 22:30:10.199863+07:00,2025-05-09 00:30:10.199863+07:00
8eca6441-4af4-49a1-8735-d3ee3faa6a6c,4bc793d2-a334-4e1a-a9ae-9c87161bb818,843d6843-d4b7-4bc6-b4bd-b1178d1fe38a,hotel,Ensure pet is not exposed to other animals prior to appointment,completed,,,2025-04-29 20:10:10.199863+07:00,2025-05-04 21:10:10.199863+07:00
7d46d58e-6960-41e3-a48d-d9ee10553fca,1e08ff63-aa08-4a61-aa0b-bb7f6e3679f3,a9f4a9ea-e300-41f2-9ec1-da286d86e81e,hotel,,pending,,,2025-05-18 18:43:10.199863+07:00,2025-05-20 04:43:10.199863+07:00
003bedf8-e57b-451c-b3a2-66dc406f41b6,c828e00b-9fe7-4129-8724-6eb2d81485b0,591d2afe-1b54-49b2-b807-3dfbe357b606,medical,inform the vet in advance,confirmed,,,2025-06-06 10:24:10.199863+07:00,2025-06-08 18:24:10.199863+07:00
bee8b696-eeca-4413-a4b8-49a2e7d25682,591df15c-7315-494a-89c6-45115057a79d,aceaa675-8e2c-44f9-9939-dbf5998d55b3,hotel,,completed,,,2025-05-08 11:11:10.199863+07:00,2025-05-12 11:11:10.199863+07:00
de0858a4-cbef-4f29-97ff-0788193c2565,efa44530-d0c6-427d-b471-fc591a47fae9,8ffbf7a9-f8f8-4617-b701-0e2d1de36733,medical,Bring vaccination records,pending,,,2025-04-30 06:20:10.199863+07:00,2025-05-02 13:20:10.199863+07:00
d7e21b73-d401-4f8a-8fdd-72d6e9a2fe1d,d20e6792-4e8e-4ab4-a58f-5298f827b596,6f15ac7b-e857-41ae-b67b-b176dd8cedbc,hotel,,confirmed,,,2025-05-31 16:58:10.199863+07:00,2025-06-05 23:58:10.199863+07:00
e48defb9-7095-4b33-ae07-f2a9046ab273,9759651f-644a-46e3-9bea-d8b23f664599,3c3068a5-c174-476a-aba0-6d6d40d097ce,beauty,Do not bathe pet before the appointment,pending,,,2025-05-02 18:20:10.199863+07:00,2025-05-07 00:20:10.199863+07:00
40dc0215-d246-4b27-a593-984e1f4f568b,32e35a4b-70a0-4bb1-9d63-1cdb7029918f,ee68f715-c13b-42c8-b389-1e7eb902e3ec,medical,Bring previous medical records,pending,,,2025-03-20 17:25:10.199863+07:00,2025-03-23 03:25:10.199863+07:00
c7905e7a-234f-4c6f-99c0-ea98458ad0bd,eaa81121-3ad8-4e8a-a9d1-6b776b93276c,b80215bc-fe1b-4781-98da-6b63b6dd2469,beauty,Ensure pet is not exposed to other animals prior to appointment,completed,,,2025-03-29 18:57:10.199863+07:00,2025-04-03 19:57:10.199863+07:00
0eb5ca04-c88a-40da-bb3a-cb0d7a069c17,846ae093-77c8-4f40-82e8-0bd1ac931069,816d02ba-3bbf-4d46-b116-e33da7f614c9,beauty,,confirmed,,,2025-06-05 18:34:10.199863+07:00,2025-06-08 18:34:10.199863+07:00
e26d0c5e-d91a-4e54-aee9-de60faa87cd2,48d0fb96-d651-4965-8d0a-6218b4f3d1ea,9028ba15-2fb3-4724-a2f6-dc3a41079583,medical,,completed,,,2025-04-12 09:10:10.199863+07:00,2025-04-15 09:10:10.199863+07:00
f31288d8-62ad-4000-b543-3bef577854b3,e0557840-c760-498b-8f70-25789d31a44b,6b000f15-eaa0-4b50-84c5-386276863b15,hotel,,pending,,,2025-04-08 10:25:10.199863+07:00,2025-04-11 20:25:10.199863+07:00
481c627a-67e1-4b86-82f8-2e213fa9a694,fc63b5e5-7685-4163-a115-bebf51564ce1,b3fedd10-2923-4ed9-8bdd-5a24a3351072,beauty,Special care instructions provided,cancelled,,,2025-04-23 14:44:10.199863+07:00,2025-04-25 01:44:10.199863+07:00
3e7ff048-61ce-48c1-abcb-1c77d4174318,8555049c-c3ac-4486-b97d-aef91727ac98,2f239ba1-7fcb-4f5f-b53d-ca2eed2bd6ae,medical,Special care instructions provided,cancelled,,,2025-04-17 20:44:10.199863+07:00,2025-04-21 02:44:10.199863+07:00
72eb107a-906b-4844-a9ee-3431a7b76b05,ca1ab56f-afe6-4f92-bdd0-b9a6a13623d3,869eecfc-f289-447a-abda-c96b192d9079,hotel,Confirm appointment 24 hours in advance,cancelled,,,2025-04-24 17:21:10.199863+07:00,2025-04-28 18:21:10.199863+07:00
1ba26335-d32f-4159-b3b3-72d1c0be607b,75a7ba9e-611f-400c-9419-0f985ebd5c6c,46a18e9b-874f-465c-9eeb-9f42b5c782de,medical,Let the vet know if pet is pregnant,confirmed,,,2025-05-02 14:51:10.199863+07:00,2025-05-04 14:51:10.199863+07:00
404824a3-2bfd-42f9-ad0a-00ecf012b52d,15321462-387b-490a-b456-54a1c1594de7,b8c284f0-4876-4617-b087-5fe5b9485996,hotel,Wear a cone if recently treated,confirmed,,,2025-04-17 21:05:10.199863+07:00,2025-04-23 07:05:10.199863+07:00
80cc2b66-9162-4c1c-9cb7-0397d706410d,4f485a86-5015-4a35-bb06-b238ac192c9a,80e707c4-4c40-40f5-adc9-927fcae80f17,beauty,Bring previous medical records,completed,,,2025-05-14 14:25:10.199863+07:00,2025-05-17 15:25:10.199863+07:00
65d38634-7712-4f82-bde9-9d8f47f43ef8,f2e50000-50e7-4a6b-a37e-8efe5b0b87a6,8107fe7f-b2ed-410c-bee6-e4031dad6450,medical,Monitor pet’s behavior before the appointment,pending,,,2025-03-11 16:24:10.199863+07:00,2025-03-15 22:24:10.199863+07:00
e98e0e50-dc5e-464d-9f20-9291f66e43a5,c02153b0-21c8-47e6-a572-4c972d1b1ecb,53f34619-10ca-4e6b-9bb9-98af7cf40298,hotel,,cancelled,,,2025-04-28 22:41:10.199863+07:00,2025-05-04 01:41:10.199863+07:00
6c46a085-4cba-4e28-a32b-d7bc7f14a538,19bb05c4-391c-44bd-8718-1cff6f70f0ba,5138111f-d091-413b-91ea-6e3775feaf50,hotel,Wear comfortable clothing for handling pet,pending,,,2025-06-05 03:09:10.199863+07:00,2025-06-08 14:09:10.199863+07:00
636bf2ff-629a-4eb4-87ec-ad3c363de7a4,e349f5b6-ce76-4dda-bdb6-b7a87c832248,69aafdbd-6faa-404b-8997-7bbc6a2494e2,beauty,Confirm appointment 24 hours in advance,cancelled,,,2025-05-23 21:40:10.199863+07:00,2025-05-27 22:40:10.199863+07:00
78da2767-f690-4d15-8883-b60ebe5a67b7,7deba754-909e-4e14-b207-8db800b92c4c,bd46dcb1-77be-4bd9-9ea1-628bd24763ab,hotel,inform the vet in advance,cancelled,,,2025-06-05 01:06:10.199863+07:00,2025-06-07 04:06:10.199863+07:00
32989d4b-a215-4b03-9214-26efa501d30c,c7ae30a3-9a64-4b8e-ac90-9ac30f694f9b,ad838a0b-2f6b-4517-ac01-6efa8c08f04d,hotel,,cancelled,,,2025-05-16 16:43:10.199863+07:00,2025-05-19 16:43:10.199863+07:00
bc3603cd-9c4e-40a0-baa5-4bd0897c14a3,aa24c5a3-864a-42f8-a333-53e51d3aa756,6c20c901-e144-4ebf-a523-3d974f2e7022,beauty,Pet may need to stay for observation after appointment,completed,,,2025-06-04 18:58:10.199863+07:00,2025-06-05 23:58:10.199863+07:00
87b50447-ffcf-400a-9a09-f7d6159375bd,3da4497a-a3b3-48d6-bf7c-32ed2458eb20,7be01214-248a-4ca1-a35f-e6a24b140cb8,beauty,,pending,,,2025-05-09 19:52:10.199863+07:00,2025-05-15 01:52:10.199863+07:00
8e77fc1e-d7fc-4df5-a235-e53c7595d701,8f9871a8-a6bd-4f15-8e91-a9f740e6c4ad,58834369-c955-4e18-a6e1-62214dbea66d,medical,,completed,,,2025-03-12 22:29:10.199863+07:00,2025-03-16 09:29:10.199863+07:00
53d813a6-9811-452d-8bd8-d9634d5545f5,47642c51-ed64-41ec-a646-3e879ae45647,59dec043-c4be-45c4-8284-816ead71a20f,beauty,Follow post-appointment care instructions carefully,cancelled,,,2025-05-19 18:14:10.199863+07:00,2025-05-24 21:14:10.199863+07:00
516fc657-710c-47a0-90ab-9dcf69be4e81,3def9859-1386-42fe-9fdb-70930b8eecde,c1f8d5b1-96ce-4dd2-86e3-c2e451a21f59,beauty,Confirm appointment 24 hours in advance,pending,,,2025-04-02 04:38:10.199863+07:00,2025-04-06 06:38:10.199863+07:00
dfd47339-96f5-4f39-bb31-44affa8058d4,ebc29199-8075-4fcc-a0bd-011a19069ef9,6cf5e671-a006-4a0a-a550-87b2a42e0123,medical,If pet has allergies,cancelled,,,2025-03-17 02:51:10.199863+07:00,2025-03-18 06:51:10.199863+07:00
817bf95a-c485-440d-b256-4decf37562f1,c1cd5474-44e7-4ff9-8806-3324339c0850,4910bbcc-43c9-4354-9475-d68f3084f2c0,beauty,,completed,,,2025-03-19 07:24:10.199863+07:00,2025-03-22 15:24:10.199863+07:00
38f254d6-9221-4e61-81f3-5e1276c027de,6c1cc0b1-df56-4104-86e6-bd992115b0c1,c1ef28d6-ed37-4772-932d-1c00976284d9,hotel,Follow post-appointment care instructions carefully,confirmed,,,2025-05-17 06:10:10.199863+07:00,2025-05-21 16:10:10.199863+07:00
9641a1b7-7599-4f9f-9fcc-e90b9ff0db1b,d9d056c7-0323-4873-b549-472677cf43dc,3889a284-e09b-4474-9570-0900d8832a1d,hotel,Bring any previous test results or prescriptions,completed,,,2025-05-04 20:26:10.199863+07:00,2025-05-08 21:26:10.199863+07:00
d1c7e50f-5f90-4096-8a86-b31e73835737,49f3d542-a0e9-4eca-af41-d6209da94b6a,ee8a149b-b11c-477a-86a4-3dfbc1bd0cf9,beauty,Monitor pet’s behavior before the appointment,pending,,,2025-04-03 09:28:10.199863+07:00,2025-04-08 11:28:10.199863+07:00
63a733e7-fdd8-4d4e-af98-41307c95a0a0,fdd67163-f279-4dd2-95b2-88c8a615a5bc,556f918f-e3d9-4e1c-ba4a-7fee0e5c4e49,beauty,Ensure pet is not exposed to other animals prior to appointment,cancelled,,,2025-04-18 12:56:10.199863+07:00,2025-04-23 15:56:10.199863+07:00
9df1687d-03e0-46c2-946a-ebe8deff6ad0,fc4e8bad-5e4f-4b59-93b7-049e872085aa,9b6f2907-e03b-468e-a800-42764939c755,beauty,Avoid feeding pet 4 hours prior,completed,,,2025-05-28 11:34:10.199863+07:00,2025-05-29 17:34:10.199863+07:00
1d937498-a731-4928-adc7-e93df017a9eb,6da51d96-5970-40e0-b256-1d1757be4a05,ff80b442-fa33-47bc-ae1c-62dfcda5af4f,hotel,Follow post-appointment care instructions carefully,confirmed,,,2025-03-30 06:19:10.199863+07:00,2025-04-01 07:19:10.199863+07:00
7be9956a-1a18-4b57-9033-3f32231caa03,77ac57b7-2992-4588-af0e-63cbd0967d4d,fa708656-df65-46b0-b7a7-05d398594045,medical,Bring vaccination records,cancelled,,,2025-03-24 04:40:10.199863+07:00,2025-03-27 13:40:10.199863+07:00
89cfaa15-8771-4b41-a1a4-bfd8d602ae7e,afd766f9-c01c-4fee-a99b-0ab47c257792,e502413f-1446-4859-ad29-42cf0b23affc,hotel,Wear comfortable clothing for handling pet,pending,,,2025-04-15 08:25:10.199863+07:00,2025-04-18 13:25:10.199863+07:00
a46d9789-ba26-489b-9a4e-f3ec7d6afeff,2fdf006f-ebfe-4d1a-b6eb-546dfc47b9ac,5f897080-971b-414a-836b-f285cdd7664d,hotel,Avoid stress for pet before the visit,confirmed,,,2025-05-30 06:23:10.199863+07:00,2025-06-01 13:23:10.199863+07:00
7e425c76-1858-486a-bf89-412b76e10644,07fc710e-c608-4d59-baac-af983dc9c878,d43a714f-e588-45a0-89db-17076cfbc3ab,beauty,Wear comfortable clothing for handling pet,cancelled,,,2025-04-29 13:53:10.199863+07:00,2025-05-04 22:53:10.199863+07:00
8f3d8182-c66f-4f26-9e7b-9cd89308cef3,13df93bf-e079-444c-b0f1-bd237586e3da,aa52c7ec-b63d-48a0-bd96-8515b6cfc07e,beauty,Do not schedule multiple services on the same day if pet is anxious,pending,,,2025-04-18 00:54:10.199863+07:00,2025-04-23 01:54:10.199863+07:00
07fbe6e0-b003-4e88-b92a-f9fad745297c,80f0d409-ec73-4c75-bc6b-a13cd691eeed,59a5799b-f267-4a79-9919-35e5524f32e8,beauty,Ensure pet is fasting before appointment,confirmed,,,2025-04-30 21:48:10.199863+07:00,2025-05-02 06:48:10.199863+07:00
b793b4e8-20d5-488e-9b76-d875eafab440,fc4e8bad-5e4f-4b59-93b7-049e872085aa,6fa17213-2997-478f-88e3-7f421a65d670,beauty,Administer medication as prescribed,confirmed,,,2025-05-19 16:49:10.199863+07:00,2025-05-25 00:49:10.199863+07:00
0643a091-0154-4a8b-9910-f3f9eb4c8e37,1d9df0aa-de70-4fe1-b8e5-0c781e0f77cc,92fabd46-5cc7-4450-8d51-ef1a37c722c1,hotel,Pet may need to stay for observation after appointment,completed,,,2025-05-11 14:22:10.199863+07:00,2025-05-15 01:22:10.199863+07:00
6236bf17-7bed-4765-9754-e4254ebb1f90,21f4819d-574f-4876-ba63-243fa86d1b1c,10fcbf43-8537-4af0-900f-a2fd5d375c54,beauty,Bring any previous test results or prescriptions,pending,,,2025-04-03 21:30:10.199863+07:00,2025-04-08 03:30:10.199863+07:00
fc5f31e1-8d1d-4a5a-8d5d-76514e5b2923,e7d40515-138b-4b85-8626-933270cff1ff,29b3f44e-fea8-4bc0-ae38-f02354458167,medical,,cancelled,,,2025-04-25 21:12:10.199863+07:00,2025-04-29 04:12:10.199863+07:00
47b0766b-e3f5-4a8b-b91f-f8c21c43f3bf,c574c8c3-3dbf-4fb4-96dd-1c2abee9f8ca,df24be23-3319-49ac-a0cf-bacd4af8629e,hotel,Pet should be calm before the visit,pending,,,2025-05-04 04:45:10.199863+07:00,2025-05-06 15:45:10.199863+07:00
4f6be8f1-7499-4e8e-9326-7a8e3158f2e9,31d44094-4da4-4d32-bab0-31996c99e1dd,d3e25d60-5188-44d7-b270-9838793a6661,hotel,Pet should be calm before the visit,confirmed,,,2025-06-03 03:30:10.199863+07:00,2025-06-07 14:30:10.199863+07:00
596459e4-6ad0-4e8d-96fd-9cd3896b02ea,4ed56c35-e82d-4fd9-befd-f13ca8f0561b,fd06252f-695b-42c5-bb7b-3050556b7cdf,hotel,Bring vaccination records,pending,,,2025-05-29 18:47:10.199863+07:00,2025-05-30 23:47:10.199863+07:00
ea344d94-21ee-43fe-ab95-2548270143d3,621344eb-f52c-4402-8160-fe984dd8736b,39305a66-22f1-4f41-a3ca-438e5ac802ea,medical,Ensure pet is fasting before appointment,pending,,,2025-03-12 09:50:10.199863+07:00,2025-03-14 15:50:10.199863+07:00
8beb74de-b536-42b9-acba-168addb2dff8,1b608ce3-1ead-476d-a019-5902c7f64212,1e92cf7f-0bbb-4227-bb3e-ba7afbff168f,hotel,,confirmed,,,2025-05-23 18:27:10.199863+07:00,2025-05-27 23:27:10.199863+07:00
88e80f9e-b3a1-4962-85d2-5f9ddbd93f51,89e25545-b096-4493-a78c-01ea43f77f4d,36cf5e41-9389-49c2-a270-f71fed091abf,hotel,Ensure pet is fasting before appointment,cancelled,,,2025-06-02 23:05:10.199863+07:00,2025-06-07 06:05:10.199863+07:00
60c42642-c560-4773-8ad1-f083b992970d,5ff3524c-6c80-4bc6-aae5-1ca5ba91e8c7,92c667c9-9dc8-4c9a-a4c7-5ef3572a997f,beauty,Do not bathe pet before the appointment,pending,,,2025-04-03 18:26:10.199863+07:00,2025-04-07 01:26:10.199863+07:00
c9a3d88b-df43-416a-80e0-0ebb4e5904ae,d0ec1cd0-1952-46b0-837c-4ee573b01e1a,046e7437-99b9-4910-810c-ba512baf5dc9,hotel,Avoid stress for pet before the visit,completed,,,2025-04-20 14:58:10.199863+07:00,2025-04-24 22:58:10.199863+07:00
38c90d7e-4625-4754-acd8-bcf2efa14e1e,3f0d0721-1d23-4cdf-881a-ec1a3ca46701,7d70ed67-a9b0-428b-a58d-04291a486adb,hotel,Do not schedule multiple services on the same day if pet is anxious,pending,,,2025-06-07 07:04:10.199863+07:00,2025-06-08 07:04:10.199863+07:00
a9634f96-4984-4178-aed8-2eeb5f60e1df,92ace293-975a-47aa-87b1-4ea0ff3a2c76,105597e4-2d76-445a-9dbf-bde5a3b43468,hotel,Keep pet on leash or in carrier during visit,pending,,,2025-03-19 04:44:10.199863+07:00,2025-03-20 09:44:10.199863+07:00
5745ee47-76b9-4c87-a01c-dbf0f62e9af1,3eaa3358-17a7-46cb-abaa-c9a821b26ced,04503ce2-1243-46f9-ae42-1af6f8ad168b,medical,,cancelled,,,2025-05-11 18:58:10.199863+07:00,2025-05-12 23:58:10.199863+07:00
87083374-2538-434a-9d31-9c5e9699ae80,c26a3fa0-15ff-4053-b2fb-aeaf78c626ca,71388745-ca94-490e-b396-5d964572341c,medical,Wear comfortable clothing for handling pet,pending,,,2025-03-10 21:34:10.199863+07:00,2025-03-11 22:34:10.199863+07:00
9c9dc98d-e9f6-47bf-8419-eb176a339b3b,59556840-fbd9-4fa7-adb2-e0d6028628f3,956c1eba-3a3a-4144-93eb-bb682410af5b,medical,If pet has allergies,completed,,,2025-04-01 12:25:10.199863+07:00,2025-04-03 15:25:10.199863+07:00
683b4148-ae35-4de6-a9b8-01f58c3c7991,b806a382-066b-43cd-a0eb-d3bb4abe6652,2c7c2c60-3a11-4e88-abec-fd423ee25cc7,medical,Keep pet on leash or in carrier during visit,cancelled,,,2025-06-05 08:29:10.199863+07:00,2025-06-09 14:29:10.199863+07:00
7a7c4c75-090f-41f5-8224-a15805b9ac1b,5645af95-fb84-497e-9fe0-e6dd141b722f,06879170-70e7-47e0-804c-214d61f5d003,medical,Do not bathe pet before the appointment,pending,,,2025-05-22 17:53:10.199863+07:00,2025-05-26 02:53:10.199863+07:00
c79aadfb-dae3-4ea8-bec7-db707ad2437f,0e738742-c8dd-4eee-971f-9c6f76e255d1,21c929ea-69b1-4422-823b-35f2b4a913a9,medical,Bring previous medical records,confirmed,,,2025-04-26 11:13:10.199863+07:00,2025-04-29 17:13:10.199863+07:00
07e00ea1-e27e-4cbb-bf3c-b31a3c64feb1,eea32b22-e3e6-4c24-bd97-86a026095d6f,337f4d29-5977-4e76-b493-41dd50e41a3f,hotel,Special care instructions provided,cancelled,,,2025-03-14 20:07:10.199863+07:00,2025-03-19 05:07:10.199863+07:00
1b127281-f94f-477c-8e6a-1b04284e88ef,a28cb06a-cf84-46a2-b08f-f08135746845,f9afc424-5634-40df-ae60-96d332a70aa6,medical,Administer medication as prescribed,pending,,,2025-05-13 06:09:10.199863+07:00,2025-05-16 13:09:10.199863+07:00
13302d2e-2f96-42bd-97bd-d560674034be,a6f8fceb-2441-4650-a916-4fa71ac374f4,f3b84fd6-6e2d-4f54-848d-38f5ad8149aa,hotel,,confirmed,,,2025-03-24 04:50:10.199863+07:00,2025-03-28 12:50:10.199863+07:00
d21d8045-e801-450c-981b-f6941c06a822,2a586f6c-c5fc-439b-b8fa-a477c47f891f,0a9cc9d7-2c21-490b-b43a-0c3d085c3e2a,beauty,If pet has allergies,completed,,,2025-05-16 01:01:10.199863+07:00,2025-05-19 02:01:10.199863+07:00
b8e4342d-3549-44e6-8deb-d941867c1079,c937a3d0-a8a1-4cc6-84f2-53408c11753a,d01b7e67-8401-4e15-b7f3-a215096b478c,medical,Ensure pet is up-to-date on vaccinations,completed,,,2025-05-01 07:37:10.199863+07:00,2025-05-05 09:37:10.199863+07:00
679a75b4-ef7f-4737-a0bc-4053d81445be,1ca2e84a-f2d8-4c37-b6db-69a6f24365d8,8b3bf1eb-e145-4462-b600-02bb14e25c69,beauty,Wear a cone if recently treated,cancelled,,,2025-05-11 15:57:10.199863+07:00,2025-05-13 17:57:10.199863+07:00
5a044721-a07a-471f-92f8-3a9303a78ee9,5dde9772-71fb-444f-a48f-61dfa9d367a5,6420d4a4-df96-479c-bbf0-cfb2d078ecf7,beauty,Ensure pet is not exposed to other animals prior to appointment,cancelled,,,2025-05-09 21:05:10.199863+07:00,2025-05-14 05:05:10.199863+07:00
bc738fcc-65b8-43cf-afaa-04fe475434a7,e58a15cb-1763-4c73-bdf5-eee463d49b39,733aedd6-e7e6-4ca8-b44f-f7f16cf70d74,beauty,If pet has allergies,cancelled,,,2025-03-17 13:59:10.199863+07:00,2025-03-21 15:59:10.199863+07:00
0840285e-026d-4585-a7aa-bd78d00fa16b,88167653-c95d-4216-af1c-c80e04a3dd11,fe80d238-cdc7-45fa-8834-dd2ee51a68b5,beauty,Administer medication as prescribed,completed,,,2025-05-13 02:33:10.199863+07:00,2025-05-15 06:33:10.199863+07:00
bf036901-8623-492a-8fa2-38d6ebf80461,f2e50000-50e7-4a6b-a37e-8efe5b0b87a6,e187f354-a9b4-4800-9924-751f653920af,hotel,Do not bathe pet before the appointment,confirmed,,,2025-04-12 17:03:10.199863+07:00,2025-04-16 01:03:10.199863+07:00
d4820340-d490-4e4a-9248-efda0c463485,7c624bf5-2163-4593-9f84-c4e4ba8ae6fc,700f536e-1c77-40d0-900d-b2b70b429a87,beauty,Special care instructions provided,cancelled,,,2025-04-13 12:21:10.199863+07:00,2025-04-15 20:21:10.199863+07:00
164ae2ce-a6f0-4c4b-9223-d00c5d6f41fa,4f485a86-5015-4a35-bb06-b238ac192c9a,6a0a4d57-c67c-4659-8e49-da88220a4104,medical,Ensure pet is not exposed to other animals prior to appointment,cancelled,,,2025-04-19 22:55:10.199863+07:00,2025-04-21 04:55:10.199863+07:00
b699f8d9-9fce-4c52-a896-449deb20d97f,a6bd2088-8ceb-4896-a909-1515ca3cd1d8,b3763f22-e06d-40db-b94f-25fbd158a4f0,medical,,pending,,,2025-03-14 05:36:10.199863+07:00,2025-03-18 14:36:10.199863+07:00
dc12ff4e-44a6-41eb-8a75-94d430212bf9,930857bb-0001-432d-8705-70fd465fa511,5cc2cf52-b07d-4856-8fb3-cabbbfba4cb6,medical,Do not schedule multiple services on the same day if pet is anxious,completed,,,2025-04-18 09:01:10.199863+07:00,2025-04-19 13:01:10.199863+07:00
59961d54-b0f3-416d-9952-5dc0ab9e522b,954ca36f-6872-4736-b823-a4529ae9e44c,c754e3c3-83fb-442b-8366-702e27264941,beauty,Arrive 15 minutes early for paperwork,pending,,,2025-04-26 04:39:10.199863+07:00,2025-04-27 14:39:10.199863+07:00
8ef7024b-5cd1-42d6-be7c-8c75ef6d9238,94cc370f-a26b-41f3-9174-b98162412757,e35e3077-e068-434f-b35b-34afcae9c7d4,beauty,Ensure pet is well-hydrated before the appointment,confirmed,,,2025-04-02 02:58:10.199863+07:00,2025-04-03 09:58:10.199863+07:00
957970d0-53e0-4180-948d-7f23c67fb06f,a509db99-b28f-44a3-a187-d3f246c77183,e9e79837-7736-46ba-980c-9590776a4e68,beauty,Wear a cone if recently treated,confirmed,,,2025-03-30 07:30:10.199863+07:00,2025-04-04 13:30:10.199863+07:00
